invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,discounted_price
I222508,C260844,Female,61,Shoes,4,2400.68,Credit Card,4/2/2023,Metrocity,2160.612
I757175,C325659,Female,54,Shoes,2,1200.34,Credit Card,8/10/2022,Istinye Park,1080.306
I949873,C125632,Female,31,Shoes,2,1200.34,Cash,28/03/2022,Kanyon,1080.306
I166582,C125680,Female,47,Shoes,1,600.17,Credit Card,11/4/2022,Kanyon,540.153
I989653,C143201,Female,42,Shoes,2,1200.34,Credit Card,21/01/2022,Istinye Park,1080.306
I509152,C667336,Female,37,Shoes,2,1200.34,Credit Card,13/11/2022,Mall of Istanbul,1080.306
I185485,C149728,Female,37,Shoes,4,2400.68,Credit Card,19/01/2023,Metropol AVM,2160.612
I117688,C267450,Female,65,Shoes,2,1200.34,Cash,27/08/2021,Mall of Istanbul,1080.306
I256821,C285652,Female,48,Shoes,4,2400.68,Credit Card,6/3/2023,Metrocity,2160.612
I178137,C324877,Female,61,Shoes,4,2400.68,Credit Card,19/01/2023,Metropol AVM,2160.612
I394905,C256213,Female,69,Shoes,2,1200.34,Debit Card,28/02/2021,Kanyon,1080.306
I257538,C322274,Female,38,Shoes,1,600.17,Cash,2/3/2022,Istinye Park,540.153
I663713,C111216,Female,56,Shoes,4,2400.68,Cash,12/8/2022,Metrocity,2160.612
I153992,C148888,Female,65,Shoes,4,2400.68,Credit Card,20/10/2021,Emaar Square Mall,2160.612
I298914,C191542,Female,63,Shoes,2,1200.34,Debit Card,24/06/2021,Mall of Istanbul,1080.306
I221886,C112380,Female,34,Shoes,3,1800.51,Credit Card,4/10/2022,Mall of Istanbul,1620.459
I356270,C187800,Female,55,Shoes,1,600.17,Cash,16/06/2021,Emaar Square Mall,540.153
I760691,C252373,Female,38,Shoes,5,3000.85,Debit Card,14/02/2022,Mall of Istanbul,2700.765
I302187,C336138,Female,68,Shoes,4,2400.68,Cash,28/02/2021,Istinye Park,2160.612
I279661,C645714,Female,42,Shoes,4,2400.68,Cash,26/11/2022,Zorlu Center,2160.612
I214957,C238212,Female,36,Shoes,5,3000.85,Credit Card,9/11/2021,Istinye Park,2700.765
I209529,C711582,Female,47,Shoes,3,1800.51,Cash,5/7/2022,Kanyon,1620.459
I243947,C250141,Female,67,Shoes,3,1800.51,Credit Card,15/05/2021,Mall of Istanbul,1620.459
I141360,C324118,Female,44,Shoes,5,3000.85,Credit Card,13/04/2022,Mall of Istanbul,2700.765
I134527,C843359,Female,35,Shoes,3,1800.51,Cash,17/03/2022,Viaport Outlet,1620.459
I171964,C169583,Female,33,Shoes,4,2400.68,Credit Card,30/06/2022,Istinye Park,2160.612
I108184,C119114,Female,32,Shoes,5,3000.85,Credit Card,9/8/2021,Mall of Istanbul,2700.765
I810322,C677987,Female,65,Shoes,5,3000.85,Debit Card,9/8/2022,Mall of Istanbul,2700.765
I306026,C100211,Female,62,Shoes,4,2400.68,Credit Card,24/11/2022,Metrocity,2160.612
I156126,C127346,Female,49,Shoes,5,3000.85,Cash,22/07/2021,Zorlu Center,2700.765
I987610,C311161,Female,39,Shoes,5,3000.85,Credit Card,18/02/2022,Forum Istanbul,2700.765
I426189,C324392,Female,61,Shoes,4,2400.68,Credit Card,31/08/2022,Istinye Park,2160.612
I185241,C444165,Female,32,Shoes,3,1800.51,Credit Card,23/09/2021,Metrocity,1620.459
I169031,C189187,Female,49,Shoes,1,600.17,Credit Card,10/7/2021,Mall of Istanbul,540.153
I142995,C156644,Female,53,Shoes,5,3000.85,Cash,11/12/2022,Metropol AVM,2700.765
I839066,C195796,Female,57,Shoes,5,3000.85,Credit Card,1/8/2021,Forum Istanbul,2700.765
I293858,C950200,Female,57,Shoes,5,3000.85,Credit Card,18/06/2021,Emaar Square Mall,2700.765
I200830,C890519,Female,34,Shoes,4,2400.68,Credit Card,23/01/2023,Mall of Istanbul,2160.612
I177037,C207423,Female,39,Shoes,4,2400.68,Credit Card,24/05/2021,Kanyon,2160.612
I296299,C209455,Female,44,Shoes,1,600.17,Debit Card,27/01/2022,Metrocity,540.153
I274135,C306162,Female,40,Shoes,5,3000.85,Debit Card,5/8/2021,Metropol AVM,2700.765
I377795,C277836,Female,39,Shoes,5,3000.85,Debit Card,1/10/2022,Metrocity,2700.765
I152374,C165042,Female,47,Shoes,1,600.17,Cash,27/02/2023,Kanyon,540.153
I285139,C661030,Female,69,Shoes,4,2400.68,Credit Card,9/12/2022,Cevahir AVM,2160.612
I302827,C339010,Female,45,Shoes,4,2400.68,Credit Card,7/11/2021,Mall of Istanbul,2160.612
I135868,C527774,Female,43,Shoes,2,1200.34,Cash,14/11/2021,Istinye Park,1080.306
I219138,C119052,Female,64,Shoes,4,2400.68,Cash,28/04/2022,Mall of Istanbul,2160.612
I238506,C609205,Female,36,Shoes,5,3000.85,Credit Card,18/06/2021,Forum Istanbul,2700.765
I272383,C199852,Female,42,Shoes,2,1200.34,Cash,3/3/2021,Mall of Istanbul,1080.306
I872108,C565212,Female,32,Shoes,5,3000.85,Credit Card,23/04/2022,Mall of Istanbul,2700.765
I797083,C256147,Female,57,Shoes,2,1200.34,Debit Card,30/01/2022,Viaport Outlet,1080.306
I123366,C139400,Female,45,Shoes,3,1800.51,Credit Card,7/3/2022,Mall of Istanbul,1620.459
I221191,C461327,Female,42,Shoes,3,1800.51,Debit Card,11/7/2021,Metrocity,1620.459
I264313,C258015,Female,64,Shoes,4,2400.68,Credit Card,5/9/2022,Cevahir AVM,2160.612
I212533,C145958,Female,49,Shoes,4,2400.68,Credit Card,5/1/2021,Istinye Park,2160.612
I223328,C131117,Female,35,Shoes,2,1200.34,Credit Card,11/12/2021,Istinye Park,1080.306
I559143,C151490,Female,42,Shoes,3,1800.51,Cash,20/02/2022,Kanyon,1620.459
I204310,C971199,Female,32,Shoes,4,2400.68,Credit Card,17/08/2021,Istinye Park,2160.612
I242814,C188925,Female,62,Shoes,3,1800.51,Cash,16/09/2021,Kanyon,1620.459
I158039,C304198,Female,42,Shoes,5,3000.85,Credit Card,26/11/2022,Metrocity,2700.765
I624801,C548065,Female,43,Shoes,3,1800.51,Credit Card,27/08/2022,Viaport Outlet,1620.459
I652452,C732731,Female,53,Shoes,5,3000.85,Cash,15/01/2023,Metropol AVM,2700.765
I123917,C281796,Female,45,Shoes,3,1800.51,Cash,1/4/2022,Forum Istanbul,1620.459
I313935,C107397,Female,52,Shoes,3,1800.51,Credit Card,25/10/2022,Kanyon,1620.459
I156093,C274160,Female,69,Shoes,2,1200.34,Debit Card,16/02/2021,Metropol AVM,1080.306
I200933,C198158,Female,65,Shoes,3,1800.51,Cash,11/3/2021,Viaport Outlet,1620.459
I238301,C320958,Female,67,Shoes,2,1200.34,Cash,8/8/2021,Mall of Istanbul,1080.306
I191595,C130079,Female,42,Shoes,1,600.17,Debit Card,12/4/2021,Zorlu Center,540.153
I218245,C279125,Female,32,Shoes,4,2400.68,Cash,27/08/2021,Mall of Istanbul,2160.612
I587395,C280882,Female,46,Shoes,4,2400.68,Credit Card,12/9/2021,Mall of Istanbul,2160.612
I187662,C876633,Female,47,Shoes,5,3000.85,Cash,4/1/2021,Mall of Istanbul,2700.765
I198058,C116288,Female,35,Shoes,3,1800.51,Debit Card,23/01/2021,Mall of Istanbul,1620.459
I355107,C599346,Female,58,Shoes,3,1800.51,Debit Card,22/10/2021,Istinye Park,1620.459
I333488,C249602,Female,46,Shoes,5,3000.85,Credit Card,19/05/2022,Mall of Istanbul,2700.765
I171325,C190473,Female,35,Shoes,1,600.17,Cash,6/6/2021,Mall of Istanbul,540.153
I276985,C417440,Female,56,Shoes,5,3000.85,Credit Card,1/3/2022,Metrocity,2700.765
I306951,C785828,Female,41,Shoes,2,1200.34,Credit Card,23/01/2022,Metropol AVM,1080.306
I107853,C320830,Female,53,Shoes,1,600.17,Debit Card,21/04/2022,Emaar Square Mall,540.153
I970834,C746144,Female,32,Shoes,1,600.17,Cash,26/06/2021,Metrocity,540.153
I109867,C114310,Female,33,Shoes,2,1200.34,Debit Card,12/10/2021,Viaport Outlet,1080.306
I432074,C286201,Female,49,Shoes,1,600.17,Credit Card,10/6/2022,Cevahir AVM,540.153
I256021,C787168,Female,36,Shoes,4,2400.68,Cash,22/05/2022,Mall of Istanbul,2160.612
I240927,C660688,Female,57,Shoes,4,2400.68,Cash,7/6/2021,Kanyon,2160.612
I863911,C699048,Female,63,Shoes,1,600.17,Credit Card,6/3/2022,Metropol AVM,540.153
I150527,C258958,Female,63,Shoes,4,2400.68,Debit Card,13/01/2022,Istinye Park,2160.612
I260872,C248342,Female,32,Shoes,1,600.17,Cash,28/01/2023,Kanyon,540.153
I317786,C104143,Female,65,Shoes,5,3000.85,Cash,15/04/2022,Kanyon,2700.765
I253255,C174090,Female,59,Shoes,3,1800.51,Credit Card,29/09/2021,Kanyon,1620.459
I132104,C317797,Female,55,Shoes,5,3000.85,Credit Card,7/2/2021,Zorlu Center,2700.765
I145205,C179975,Female,49,Shoes,2,1200.34,Credit Card,27/11/2022,Kanyon,1080.306
I953755,C157452,Female,61,Shoes,2,1200.34,Credit Card,4/2/2021,Istinye Park,1080.306
I301453,C217394,Female,47,Shoes,3,1800.51,Credit Card,11/2/2022,Metropol AVM,1620.459
I751412,C148378,Female,52,Shoes,2,1200.34,Cash,16/02/2021,Viaport Outlet,1080.306
I233107,C186799,Female,61,Shoes,5,3000.85,Cash,27/02/2021,Mall of Istanbul,2700.765
I255808,C136586,Female,32,Shoes,4,2400.68,Cash,15/06/2022,Istinye Park,2160.612
I339252,C619754,Female,45,Shoes,4,2400.68,Cash,21/07/2021,Istinye Park,2160.612
I255409,C104837,Female,66,Shoes,5,3000.85,Debit Card,12/10/2022,Emaar Square Mall,2700.765
I227581,C143332,Female,38,Shoes,5,3000.85,Cash,18/09/2021,Forum Istanbul,2700.765
I172147,C198753,Female,59,Shoes,2,1200.34,Credit Card,10/6/2022,Viaport Outlet,1080.306
I208096,C325036,Female,41,Shoes,2,1200.34,Cash,28/01/2021,Kanyon,1080.306
I259628,C523759,Female,31,Shoes,1,600.17,Cash,17/01/2021,Mall of Istanbul,540.153
I612911,C247343,Female,55,Shoes,3,1800.51,Debit Card,27/05/2021,Viaport Outlet,1620.459
I266574,C259561,Female,65,Shoes,1,600.17,Cash,18/07/2022,Metropol AVM,540.153
I225154,C221045,Female,35,Shoes,5,3000.85,Cash,15/05/2021,Mall of Istanbul,2700.765
I195814,C328549,Female,47,Shoes,5,3000.85,Credit Card,27/03/2021,Metrocity,2700.765
I317572,C156070,Female,55,Shoes,4,2400.68,Cash,30/06/2021,Zorlu Center,2160.612
I235516,C136171,Female,67,Shoes,3,1800.51,Cash,1/10/2021,Mall of Istanbul,1620.459
I280728,C304653,Female,62,Shoes,5,3000.85,Credit Card,14/08/2021,Metrocity,2700.765
I940315,C165318,Female,49,Shoes,3,1800.51,Cash,11/1/2021,Metropol AVM,1620.459
I335015,C294746,Female,31,Shoes,3,1800.51,Credit Card,18/04/2022,Kanyon,1620.459
I579205,C261395,Female,38,Shoes,5,3000.85,Credit Card,17/11/2021,Istinye Park,2700.765
I145236,C160679,Female,42,Shoes,5,3000.85,Cash,3/11/2021,Metrocity,2700.765
I161395,C316772,Female,58,Shoes,5,3000.85,Cash,14/12/2021,Kanyon,2700.765
I250136,C318328,Female,66,Shoes,3,1800.51,Cash,28/07/2022,Istinye Park,1620.459
I102491,C534732,Female,41,Shoes,2,1200.34,Credit Card,15/09/2022,Metropol AVM,1080.306
I240706,C237437,Female,38,Shoes,4,2400.68,Debit Card,20/08/2022,Metrocity,2160.612
I258594,C208436,Female,69,Shoes,1,600.17,Credit Card,28/09/2021,Kanyon,540.153
I218496,C758596,Female,31,Shoes,2,1200.34,Debit Card,18/02/2021,Kanyon,1080.306
I370034,C318379,Female,53,Shoes,3,1800.51,Credit Card,18/01/2022,Mall of Istanbul,1620.459
I283635,C288624,Female,45,Shoes,4,2400.68,Credit Card,17/03/2022,Kanyon,2160.612
I317232,C720191,Female,48,Shoes,1,600.17,Credit Card,29/01/2022,Mall of Istanbul,540.153
I195822,C156219,Female,42,Shoes,4,2400.68,Cash,19/09/2022,Kanyon,2160.612
I738759,C294275,Female,62,Shoes,5,3000.85,Credit Card,23/06/2021,Istinye Park,2700.765
I223704,C239490,Female,49,Shoes,5,3000.85,Debit Card,1/11/2022,Kanyon,2700.765
I102311,C689496,Female,43,Shoes,2,1200.34,Debit Card,9/3/2022,Metropol AVM,1080.306
I111589,C575595,Female,40,Shoes,4,2400.68,Cash,8/4/2022,Mall of Istanbul,2160.612
I152498,C309289,Female,43,Shoes,4,2400.68,Credit Card,2/12/2022,Kanyon,2160.612
I171812,C171636,Female,52,Shoes,5,3000.85,Debit Card,30/10/2021,Emaar Square Mall,2700.765
I290098,C133163,Female,45,Shoes,1,600.17,Credit Card,1/1/2022,Metropol AVM,540.153
I184367,C316470,Female,51,Shoes,2,1200.34,Cash,28/02/2022,Kanyon,1080.306
I290202,C179273,Female,39,Shoes,5,3000.85,Credit Card,7/7/2022,Viaport Outlet,2700.765
I142121,C104785,Female,49,Shoes,4,2400.68,Cash,6/3/2022,Kanyon,2160.612
I259582,C130082,Female,63,Shoes,2,1200.34,Credit Card,6/5/2021,Mall of Istanbul,1080.306
I614643,C480709,Female,57,Shoes,4,2400.68,Credit Card,7/12/2022,Metrocity,2160.612
I438584,C251510,Female,63,Shoes,5,3000.85,Cash,17/07/2021,Istinye Park,2700.765
I581582,C141292,Female,63,Shoes,2,1200.34,Debit Card,30/10/2021,Zorlu Center,1080.306
I144855,C288023,Female,57,Shoes,4,2400.68,Debit Card,18/05/2022,Mall of Istanbul,2160.612
I223099,C313787,Female,55,Shoes,5,3000.85,Cash,16/06/2022,Cevahir AVM,2700.765
I107175,C210501,Female,35,Shoes,3,1800.51,Cash,7/8/2022,Metropol AVM,1620.459
I912035,C180120,Female,47,Shoes,3,1800.51,Cash,10/3/2022,Kanyon,1620.459
I273499,C326573,Female,32,Shoes,1,600.17,Credit Card,27/11/2021,Mall of Istanbul,540.153
I119200,C661061,Female,53,Shoes,1,600.17,Credit Card,2/5/2022,Metrocity,540.153
I306292,C309803,Female,54,Shoes,1,600.17,Debit Card,6/10/2022,Metrocity,540.153
I136566,C130182,Female,38,Shoes,5,3000.85,Cash,13/03/2021,Kanyon,2700.765
I266388,C203767,Female,52,Shoes,2,1200.34,Credit Card,26/07/2021,Viaport Outlet,1080.306
I318298,C169619,Female,36,Shoes,1,600.17,Debit Card,4/3/2022,Kanyon,540.153
I700737,C577950,Female,36,Shoes,2,1200.34,Debit Card,3/2/2022,Kanyon,1080.306
I226667,C238517,Female,47,Shoes,3,1800.51,Debit Card,31/01/2023,Metrocity,1620.459
I133999,C215904,Female,41,Shoes,1,600.17,Cash,10/2/2022,Kanyon,540.153
I754150,C156570,Female,58,Shoes,5,3000.85,Cash,11/5/2021,Viaport Outlet,2700.765
I178387,C926350,Female,45,Shoes,2,1200.34,Cash,6/10/2022,Kanyon,1080.306
I251938,C797844,Female,50,Shoes,1,600.17,Cash,8/4/2021,Mall of Istanbul,540.153
I124587,C246534,Female,33,Shoes,1,600.17,Cash,28/05/2022,Mall of Istanbul,540.153
I230163,C215616,Female,69,Shoes,2,1200.34,Cash,15/05/2021,Emaar Square Mall,1080.306
I274599,C301361,Female,44,Shoes,4,2400.68,Credit Card,16/12/2021,Istinye Park,2160.612
I271627,C150170,Female,49,Shoes,2,1200.34,Credit Card,16/01/2021,Metrocity,1080.306
I190070,C160785,Female,64,Shoes,3,1800.51,Cash,14/01/2022,Kanyon,1620.459
I216891,C133485,Female,64,Shoes,1,600.17,Debit Card,19/04/2021,Metropol AVM,540.153
I956633,C192365,Female,35,Shoes,2,1200.34,Credit Card,13/11/2022,Metropol AVM,1080.306
I328319,C357028,Female,38,Shoes,1,600.17,Cash,20/07/2021,Mall of Istanbul,540.153
I605710,C150305,Female,32,Shoes,1,600.17,Credit Card,22/03/2022,Cevahir AVM,540.153
I281108,C175615,Female,51,Shoes,4,2400.68,Debit Card,18/08/2021,Forum Istanbul,2160.612
I108201,C128971,Female,67,Shoes,4,2400.68,Debit Card,27/02/2023,Forum Istanbul,2160.612
I130439,C303486,Female,37,Shoes,3,1800.51,Credit Card,5/2/2022,Mall of Istanbul,1620.459
I305703,C231900,Female,36,Shoes,1,600.17,Cash,5/3/2023,Zorlu Center,540.153
I211772,C227725,Female,51,Shoes,3,1800.51,Credit Card,22/05/2022,Zorlu Center,1620.459
I182446,C103460,Female,48,Shoes,3,1800.51,Credit Card,27/08/2021,Mall of Istanbul,1620.459
I216919,C262706,Female,53,Shoes,4,2400.68,Credit Card,26/02/2021,Mall of Istanbul,2160.612
I957214,C195773,Female,51,Shoes,1,600.17,Credit Card,21/10/2022,Mall of Istanbul,540.153
I112742,C527215,Female,60,Shoes,5,3000.85,Cash,26/12/2021,Istinye Park,2700.765
I595893,C696083,Female,56,Shoes,2,1200.34,Credit Card,12/12/2021,Forum Istanbul,1080.306
I242856,C114003,Female,49,Shoes,2,1200.34,Debit Card,1/9/2021,Kanyon,1080.306
I245321,C218942,Female,61,Shoes,2,1200.34,Debit Card,11/6/2021,Istinye Park,1080.306
I343501,C142898,Female,32,Shoes,1,600.17,Cash,17/06/2021,Metrocity,540.153
I152062,C237220,Female,37,Shoes,1,600.17,Credit Card,31/01/2021,Metrocity,540.153
I101870,C350587,Female,68,Shoes,3,1800.51,Cash,24/03/2021,Metropol AVM,1620.459
I229367,C318777,Female,36,Shoes,5,3000.85,Debit Card,12/1/2021,Mall of Istanbul,2700.765
I261383,C115078,Female,49,Shoes,1,600.17,Cash,17/02/2023,Kanyon,540.153
I194841,C307495,Female,60,Shoes,1,600.17,Credit Card,5/9/2021,Cevahir AVM,540.153
I306195,C183289,Female,61,Shoes,4,2400.68,Credit Card,23/06/2022,Metrocity,2160.612
I116561,C244344,Female,41,Shoes,3,1800.51,Debit Card,26/04/2022,Kanyon,1620.459
I497818,C232372,Female,37,Shoes,2,1200.34,Credit Card,21/01/2021,Cevahir AVM,1080.306
I107003,C255361,Female,69,Shoes,2,1200.34,Credit Card,6/7/2021,Kanyon,1080.306
I270008,C196368,Female,36,Shoes,1,600.17,Cash,4/12/2021,Istinye Park,540.153
I308771,C270443,Female,37,Shoes,4,2400.68,Credit Card,10/8/2021,Metrocity,2160.612
I297023,C255932,Female,35,Shoes,4,2400.68,Credit Card,25/12/2022,Mall of Istanbul,2160.612
I680088,C339368,Female,62,Shoes,5,3000.85,Cash,13/02/2022,Forum Istanbul,2700.765
I265725,C315903,Female,43,Shoes,1,600.17,Cash,14/01/2021,Viaport Outlet,540.153
I735484,C316560,Female,62,Shoes,5,3000.85,Cash,26/06/2022,Mall of Istanbul,2700.765
I126472,C210268,Female,63,Shoes,4,2400.68,Cash,12/5/2022,Mall of Istanbul,2160.612
I245501,C196036,Female,57,Shoes,4,2400.68,Cash,5/5/2022,Istinye Park,2160.612
I187529,C319713,Female,32,Shoes,3,1800.51,Cash,23/02/2022,Cevahir AVM,1620.459
I104261,C105041,Female,54,Shoes,5,3000.85,Cash,10/4/2021,Kanyon,2700.765
I185781,C271592,Female,45,Shoes,5,3000.85,Credit Card,31/05/2021,Mall of Istanbul,2700.765
I240019,C411072,Female,60,Shoes,3,1800.51,Debit Card,17/12/2022,Emaar Square Mall,1620.459
I124065,C818642,Female,57,Shoes,1,600.17,Credit Card,12/3/2022,Viaport Outlet,540.153
I221666,C302302,Female,41,Shoes,1,600.17,Cash,19/05/2021,Kanyon,540.153
I132540,C135027,Female,68,Shoes,1,600.17,Credit Card,15/08/2021,Zorlu Center,540.153
I292430,C289397,Female,65,Shoes,2,1200.34,Credit Card,7/12/2021,Mall of Istanbul,1080.306
I331422,C334655,Female,44,Shoes,4,2400.68,Credit Card,24/02/2023,Kanyon,2160.612
I131005,C131380,Female,62,Shoes,3,1800.51,Cash,1/1/2021,Mall of Istanbul,1620.459
I201475,C370585,Female,43,Shoes,1,600.17,Cash,22/03/2021,Kanyon,540.153
I475299,C195841,Female,66,Shoes,4,2400.68,Debit Card,30/03/2022,Emaar Square Mall,2160.612
I278860,C205593,Female,64,Shoes,5,3000.85,Cash,6/1/2021,Zorlu Center,2700.765
I270256,C179025,Female,46,Shoes,4,2400.68,Cash,10/10/2022,Mall of Istanbul,2160.612
I245341,C306750,Female,61,Shoes,3,1800.51,Cash,11/8/2021,Metrocity,1620.459
I225193,C265651,Female,63,Shoes,4,2400.68,Credit Card,7/6/2022,Metrocity,2160.612
I306627,C122467,Female,42,Shoes,4,2400.68,Cash,27/03/2022,Metropol AVM,2160.612
I130753,C805177,Female,51,Shoes,3,1800.51,Credit Card,13/12/2022,Kanyon,1620.459
I165633,C269646,Female,58,Shoes,1,600.17,Debit Card,7/9/2022,Metropol AVM,540.153
I333830,C130420,Female,59,Shoes,5,3000.85,Cash,28/08/2021,Cevahir AVM,2700.765
I218016,C320904,Female,45,Shoes,4,2400.68,Cash,2/9/2022,Viaport Outlet,2160.612
I295957,C189690,Female,63,Shoes,5,3000.85,Debit Card,22/10/2022,Metrocity,2700.765
I871712,C316685,Female,59,Shoes,1,600.17,Cash,28/01/2023,Forum Istanbul,540.153
I195836,C334744,Female,68,Shoes,3,1800.51,Cash,26/07/2021,Mall of Istanbul,1620.459
I307318,C237365,Female,56,Shoes,4,2400.68,Debit Card,2/6/2022,Metropol AVM,2160.612
I325138,C311660,Female,60,Shoes,1,600.17,Cash,31/08/2021,Mall of Istanbul,540.153
I224877,C207589,Female,50,Shoes,2,1200.34,Credit Card,17/11/2022,Mall of Istanbul,1080.306
I401352,C116796,Female,31,Shoes,2,1200.34,Debit Card,26/05/2022,Metrocity,1080.306
I884890,C111852,Female,63,Shoes,2,1200.34,Debit Card,25/05/2021,Metropol AVM,1080.306
I192971,C128229,Female,66,Shoes,4,2400.68,Credit Card,13/10/2021,Metropol AVM,2160.612
I406363,C245202,Female,68,Shoes,1,600.17,Cash,11/4/2022,Viaport Outlet,540.153
I320205,C193686,Female,43,Shoes,2,1200.34,Cash,2/1/2021,Mall of Istanbul,1080.306
I235852,C212440,Female,39,Shoes,5,3000.85,Debit Card,10/10/2021,Kanyon,2700.765
I179607,C211975,Female,67,Shoes,5,3000.85,Debit Card,18/09/2021,Istinye Park,2700.765
I264162,C704149,Female,43,Shoes,2,1200.34,Credit Card,3/6/2022,Istinye Park,1080.306
I246090,C664482,Female,39,Shoes,5,3000.85,Cash,27/12/2022,Metropol AVM,2700.765
I315805,C794170,Female,59,Shoes,1,600.17,Credit Card,19/03/2021,Metrocity,540.153
I519136,C778722,Female,35,Shoes,1,600.17,Credit Card,30/01/2021,Kanyon,540.153
I665298,C155173,Female,39,Shoes,5,3000.85,Cash,25/09/2022,Mall of Istanbul,2700.765
I211993,C264689,Female,61,Shoes,1,600.17,Cash,21/04/2021,Zorlu Center,540.153
I311588,C315849,Female,43,Shoes,3,1800.51,Credit Card,22/01/2022,Metropol AVM,1620.459
I239378,C125014,Female,35,Shoes,2,1200.34,Credit Card,21/02/2021,Viaport Outlet,1080.306
I177877,C163342,Female,60,Shoes,1,600.17,Cash,17/07/2022,Istinye Park,540.153
I100152,C265676,Female,43,Shoes,5,3000.85,Credit Card,25/02/2021,Mall of Istanbul,2700.765
I963661,C227542,Female,35,Shoes,1,600.17,Cash,20/06/2021,Mall of Istanbul,540.153
I251364,C335612,Female,32,Shoes,4,2400.68,Cash,2/9/2021,Mall of Istanbul,2160.612
I196239,C633040,Female,56,Shoes,2,1200.34,Credit Card,29/05/2022,Metropol AVM,1080.306
I138363,C304619,Female,36,Shoes,3,1800.51,Credit Card,23/02/2021,Emaar Square Mall,1620.459
I266075,C298726,Female,32,Shoes,4,2400.68,Cash,5/1/2021,Mall of Istanbul,2160.612
I154266,C330532,Female,33,Shoes,1,600.17,Debit Card,18/12/2022,Istinye Park,540.153
I700110,C199373,Female,48,Shoes,2,1200.34,Credit Card,29/04/2021,Kanyon,1080.306
I529496,C763424,Female,69,Shoes,2,1200.34,Credit Card,22/12/2021,Istinye Park,1080.306
I556655,C455990,Female,56,Shoes,3,1800.51,Credit Card,1/11/2021,Mall of Istanbul,1620.459
I143827,C330273,Female,42,Shoes,5,3000.85,Debit Card,18/12/2022,Kanyon,2700.765
I236631,C541992,Female,40,Shoes,3,1800.51,Debit Card,14/09/2022,Kanyon,1620.459
I249172,C297453,Female,46,Shoes,1,600.17,Cash,7/2/2021,Istinye Park,540.153
I139435,C241728,Female,45,Shoes,3,1800.51,Debit Card,15/07/2021,Mall of Istanbul,1620.459
I115390,C224154,Female,34,Shoes,5,3000.85,Credit Card,8/6/2022,Istinye Park,2700.765
I172750,C318587,Female,64,Shoes,3,1800.51,Cash,21/06/2022,Istinye Park,1620.459
I302644,C325058,Female,44,Shoes,5,3000.85,Cash,14/12/2022,Metrocity,2700.765
I109116,C228307,Female,31,Shoes,2,1200.34,Debit Card,1/11/2021,Istinye Park,1080.306
I237004,C249878,Female,64,Shoes,3,1800.51,Credit Card,23/07/2021,Metrocity,1620.459
I104750,C200562,Female,33,Shoes,1,600.17,Cash,12/6/2021,Metrocity,540.153
I112686,C317398,Female,54,Shoes,1,600.17,Debit Card,30/06/2021,Istinye Park,540.153
I177404,C456897,Female,35,Shoes,3,1800.51,Debit Card,7/5/2022,Mall of Istanbul,1620.459
I172494,C314163,Female,58,Shoes,1,600.17,Cash,7/9/2022,Kanyon,540.153
I325706,C321493,Female,44,Shoes,2,1200.34,Cash,10/9/2021,Istinye Park,1080.306
I146197,C217574,Female,38,Shoes,2,1200.34,Cash,25/12/2021,Forum Istanbul,1080.306
I303576,C779890,Female,32,Shoes,4,2400.68,Cash,10/2/2022,Mall of Istanbul,2160.612
I959684,C558084,Female,48,Shoes,3,1800.51,Cash,5/5/2021,Metrocity,1620.459
I366238,C121502,Female,54,Shoes,2,1200.34,Credit Card,21/07/2022,Istinye Park,1080.306
I116655,C321687,Female,59,Shoes,2,1200.34,Credit Card,12/10/2022,Mall of Istanbul,1080.306
I298043,C339753,Female,37,Shoes,2,1200.34,Cash,12/5/2021,Metrocity,1080.306
I368319,C359476,Female,37,Shoes,5,3000.85,Credit Card,6/10/2021,Mall of Istanbul,2700.765
I102143,C163307,Female,64,Shoes,3,1800.51,Credit Card,19/01/2022,Kanyon,1620.459
